GradeDate,Firm,ToGrade,FromGrade,Action,priceTargetAction,currentPriceTarget,priorPriceTarget,tic
2013-03-13 10:23:25,Citigroup,Neutral,,main,Raises,113.0,100.0,COST
2013-03-06 13:35:38,Piper Sandler,Overweight,,main,Raises,116.0,110.0,COST
2013-02-26 12:25:00,Cowen & Co.,Neutral,,init,,0.0,0.0,COST
2013-01-23 13:29:08,Bernstein,Market Perform,Underperform,up,Raises,102.0,98.0,COST
2012-12-13 15:36:27,McAdams Wright Ragen,Hold,,main,Lowers,98.0,102.0,COST
2012-12-13 13:53:10,Citigroup,Neutral,,main,Lowers,100.0,104.0,COST
2012-12-11 13:06:40,Piper Sandler,Overweight,,main,Lowers,109.0,115.0,COST
2012-11-28 20:09:00,McAdams Wright Ragen,Hold,,main,Raises,102.0,98.0,COST
2012-11-05 13:16:00,BMO Capital,Outperform,Market Perform,up,Raises,115.0,106.0,COST
2012-10-17 10:55:00,Deutsche Bank,Buy,,main,Raises,110.0,107.0,COST
2012-10-15 11:26:00,BMO Capital,Market Perform,Underperform,up,Raises,106.0,75.0,COST
2012-10-11 18:36:00,McAdams Wright Ragen,Hold,,main,Raises,102.0,98.0,COST
2012-10-11 16:55:00,Barclays,Equal-Weight,,main,Raises,105.0,100.0,COST
2012-10-11 13:26:00,Citigroup,Neutral,,main,Raises,104.0,98.0,COST
2012-10-11 13:16:00,Jefferies,Hold,,main,Raises,92.0,91.0,COST
2012-10-11 11:35:00,Oppenheimer,Overweight,,main,Raises,114.0,112.0,COST
2012-10-10 19:00:00,Credit Suisse,Outperform,,main,Raises,115.0,93.0,COST
2012-10-10 14:29:00,Oppenheimer,Perform,,main,Raises,105.0,90.0,COST
2012-10-05 10:10:00,Jefferies,Hold,,main,Raises,91.0,89.0,COST
2012-10-02 12:03:00,Stifel,Buy,,main,Raises,107.0,100.0,COST
2012-09-26 10:56:00,B of A Securities,Buy,,main,Raises,110.0,98.0,COST
2012-09-18 10:34:00,Piper Sandler,Overweight,,main,Raises,112.0,111.0,COST
2012-09-05 10:57:00,JP Morgan,Overweight,,main,Raises,101.0,100.0,COST
2012-08-31 10:33:00,Jefferies,Hold,,main,Raises,89.0,81.0,COST
2012-08-01 13:47:00,JP Morgan,Overweight,,main,Raises,100.0,99.0,COST
2012-07-02 12:21:00,Stifel,Buy,,main,Raises,100.0,90.0,COST
2012-07-02 10:48:00,Piper Sandler,Overweight,,main,Raises,111.0,99.0,COST
2012-06-28 14:31:00,Deutsche Bank,Buy,Hold,up,Announces,107.0,0.0,COST
2012-05-30 13:39:00,McAdams Wright Ragen,Hold,,main,Raises,89.0,85.0,COST
2012-05-29 10:34:00,JP Morgan,Overweight,,main,Raises,96.0,94.0,COST
2012-05-25 10:36:00,Goldman Sachs,Neutral,,main,Raises,93.0,90.0,COST
2012-05-25 10:11:00,Citigroup,Neutral,,main,Raises,95.0,85.0,COST
2012-05-10 10:54:00,ISI Group,Buy,Hold,up,Announces,93.0,0.0,COST
2012-05-01 10:05:00,Deutsche Bank,Hold,Buy,down,Maintains,89.0,0.0,COST
2012-03-01 11:55:00,Jefferies,Hold,,main,Raises,78.0,77.0,COST
2012-02-28 12:23:00,Oppenheimer,Perform,,init,Announces,90.0,0.0,COST
2026-04-17 10:26:00,BTIG,Buy,Buy,reit,Maintains,255.0,255.0,CRM
2026-04-14 09:38:30,Piper Sandler,Overweight,Overweight,main,Lowers,215.0,250.0,CRM
2026-04-01 11:19:48,BTIG,Buy,Buy,reit,Maintains,255.0,255.0,CRM
2026-03-10 16:00:12,Northland Capital Markets,Market Perform,Market Perform,main,Lowers,229.0,267.0,CRM
2026-03-02 18:34:37,Citigroup,Neutral,Neutral,main,Raises,200.0,197.0,CRM
2026-02-27 19:47:41,DA Davidson,Neutral,Neutral,main,Lowers,200.0,235.0,CRM
2026-02-26 22:11:11,Macquarie,Neutral,Neutral,main,Lowers,200.0,265.0,CRM
2026-02-26 21:37:02,JP Morgan,Overweight,Overweight,main,Lowers,320.0,365.0,CRM
2026-02-26 18:24:06,TD Cowen,Buy,Buy,main,Lowers,250.0,325.0,CRM
2026-02-26 18:06:16,Mizuho,Outperform,Outperform,main,Lowers,265.0,280.0,CRM
2026-02-26 17:48:12,BMO Capital,Outperform,Outperform,main,Lowers,225.0,235.0,CRM
2026-02-26 17:30:40,Roth Capital,Buy,Buy,main,Lowers,325.0,395.0,CRM
2026-02-26 17:18:53,Bernstein,Underperform,Underperform,main,Lowers,194.0,223.0,CRM
2026-02-26 17:15:42,Oppenheimer,Outperform,Outperform,main,Lowers,250.0,275.0,CRM
2026-02-26 16:17:09,Wells Fargo,Equal-Weight,Equal-Weight,main,Lowers,210.0,235.0,CRM
2026-02-26 15:47:22,RBC Capital,Sector Perform,Sector Perform,main,Lowers,210.0,290.0,CRM
2026-02-26 15:17:16,Barclays,Overweight,Overweight,main,Lowers,252.0,265.0,CRM
2026-02-26 14:57:38,Wedbush,Outperform,Outperform,main,Lowers,325.0,375.0,CRM
2026-02-26 14:36:08,Stifel,Buy,Buy,main,Lowers,250.0,300.0,CRM
2026-02-26 14:06:55,BTIG,Buy,Buy,main,Lowers,255.0,260.0,CRM
2026-02-26 13:31:15,Needham,Buy,Buy,reit,Maintains,400.0,400.0,CRM
2026-02-26 09:09:10,Piper Sandler,Overweight,Overweight,reit,Lowers,250.0,280.0,CRM
2026-02-24 14:06:15,Keybanc,Overweight,Overweight,main,Lowers,300.0,400.0,CRM
2026-02-24 13:59:31,Wedbush,Outperform,Outperform,reit,Maintains,375.0,375.0,CRM
2026-02-23 19:38:30,Jefferies,Buy,Buy,main,Lowers,250.0,375.0,CRM
2026-02-23 16:18:54,Morgan Stanley,Overweight,Overweight,main,Lowers,287.0,398.0,CRM
2026-02-23 14:30:23,Evercore ISI Group,Outperform,Outperform,main,Lowers,260.0,340.0,CRM
2026-02-18 18:30:10,Citigroup,Neutral,Neutral,main,Lowers,197.0,257.0,CRM
2026-02-18 14:33:57,Wells Fargo,Equal-Weight,Equal-Weight,main,Lowers,235.0,265.0,CRM
2026-02-18 12:21:41,BTIG,Buy,Buy,main,Lowers,260.0,335.0,CRM
2026-02-17 20:27:18,UBS,Neutral,Neutral,main,Lowers,200.0,260.0,CRM
2026-02-17 13:59:19,Mizuho,Outperform,Outperform,main,Lowers,280.0,340.0,CRM
2026-02-17 13:14:31,Oppenheimer,Outperform,Outperform,main,Lowers,275.0,300.0,CRM
2026-02-03 11:02:08,Piper Sandler,Overweight,Overweight,main,Lowers,280.0,315.0,CRM
2026-01-12 20:12:16,Barclays,Overweight,Overweight,main,Raises,338.0,330.0,CRM
2026-01-05 14:45:59,RBC Capital,Sector Perform,Sector Perform,main,Raises,290.0,250.0,CRM
2025-12-17 11:11:45,BTIG,Buy,,init,Announces,335.0,0.0,CRM
2025-12-09 17:22:35,Morgan Stanley,Overweight,Overweight,main,Lowers,398.0,405.0,CRM
2025-12-08 20:00:23,Citigroup,Neutral,Neutral,main,Raises,257.0,253.0,CRM
2025-12-05 19:46:43,DA Davidson,Neutral,Neutral,main,Raises,235.0,225.0,CRM
2025-12-04 18:13:28,Truist Securities,Buy,Buy,main,Lowers,380.0,400.0,CRM
2025-12-04 18:09:23,Macquarie,Neutral,Neutral,main,Raises,265.0,250.0,CRM
2025-12-04 18:06:26,Northland Capital Markets,Market Perform,Market Perform,main,Raises,267.0,264.0,CRM
2025-12-04 17:56:42,Deutsche Bank,Buy,Buy,main,Raises,360.0,340.0,CRM
2025-12-04 17:02:46,Evercore ISI Group,Outperform,Outperform,main,Lowers,340.0,360.0,CRM
2025-12-04 15:59:25,Barclays,Overweight,Overweight,main,Raises,330.0,316.0,CRM
2025-12-04 15:33:36,Canaccord Genuity,Buy,Buy,main,Maintains,300.0,300.0,CRM
2025-12-04 14:18:17,BMO Capital,Outperform,Outperform,main,Lowers,275.0,280.0,CRM
2025-12-04 14:00:14,Wedbush,Outperform,Outperform,reit,Maintains,375.0,375.0,CRM
2025-12-04 13:55:01,Guggenheim,Neutral,Neutral,reit,,0.0,0.0,CRM
2025-12-04 13:50:02,Baird,Outperform,Outperform,main,Lowers,315.0,325.0,CRM
2025-12-04 12:21:39,Citizens,Market Outperform,Market Outperform,main,Lowers,405.0,430.0,CRM
2025-12-04 10:01:37,Needham,Buy,Buy,reit,Maintains,400.0,400.0,CRM
2025-12-02 13:49:02,Citizens,Market Outperform,Market Outperform,reit,Maintains,430.0,430.0,CRM
2025-12-01 13:55:30,Oppenheimer,Outperform,Outperform,main,Lowers,300.0,315.0,CRM
2025-11-26 18:56:24,Citigroup,Neutral,Neutral,main,Lowers,253.0,276.0,CRM
2025-11-25 14:16:15,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,325.0,325.0,CRM
2025-11-17 14:18:30,B of A Securities,Buy,Buy,main,Lowers,305.0,325.0,CRM
2025-11-17 13:19:21,Mizuho,Outperform,Outperform,main,Lowers,340.0,350.0,CRM
2025-10-17 13:14:59,JMP Securities,Market Outperform,Market Outperform,reit,Maintains,430.0,430.0,CRM
2025-10-16 19:24:25,Macquarie,Neutral,Neutral,main,Maintains,250.0,250.0,CRM
2025-10-16 14:40:04,DA Davidson,Neutral,Neutral,main,Maintains,225.0,225.0,CRM
2025-10-16 13:20:13,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,325.0,325.0,CRM
2025-10-16 13:13:50,Wedbush,Outperform,Outperform,reit,Maintains,375.0,375.0,CRM
2025-10-16 12:16:05,Needham,Buy,Buy,reit,Maintains,400.0,400.0,CRM
2025-10-16 09:18:17,Piper Sandler,Overweight,Overweight,main,Maintains,315.0,315.0,CRM
2025-10-09 15:38:14,Stifel,Buy,Buy,main,Lowers,300.0,325.0,CRM
2025-09-09 14:40:24,Citigroup,Neutral,Neutral,main,Raises,276.0,275.0,CRM
2025-09-05 18:13:20,Macquarie,Neutral,Neutral,main,Lowers,250.0,290.0,CRM
2025-09-04 16:16:33,Bernstein,Underperform,Underperform,main,Lowers,221.0,255.0,CRM
2025-09-04 15:36:35,Baird,Outperform,Outperform,main,Lowers,325.0,365.0,CRM
2025-09-04 14:31:47,Deutsche Bank,Buy,Buy,main,Lowers,340.0,400.0,CRM
2025-09-04 14:18:15,BMO Capital,Outperform,Outperform,main,Lowers,280.0,335.0,CRM
2025-09-04 13:35:56,Macquarie,Neutral,Neutral,main,Maintains,290.0,290.0,CRM
2025-09-04 13:17:47,RBC Capital,Sector Perform,Sector Perform,main,Lowers,250.0,275.0,CRM
2025-09-04 13:15:48,Wells Fargo,Equal-Weight,Equal-Weight,main,Lowers,265.0,275.0,CRM
2025-09-04 12:59:25,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,325.0,325.0,CRM
2025-09-04 12:03:37,Keybanc,Overweight,Overweight,main,Lowers,400.0,440.0,CRM
2025-09-04 11:52:35,Canaccord Genuity,Buy,Buy,main,Lowers,300.0,350.0,CRM
2025-09-04 10:07:22,JP Morgan,Overweight,Overweight,main,Lowers,365.0,380.0,CRM
2025-09-04 09:58:44,Needham,Buy,Buy,reit,Maintains,400.0,400.0,CRM
2025-09-04 09:09:02,Piper Sandler,Overweight,Overweight,main,Lowers,315.0,335.0,CRM
2025-09-02 13:50:40,JMP Securities,Market Outperform,Market Outperform,reit,Maintains,430.0,430.0,CRM
2025-09-02 13:24:33,Morgan Stanley,Overweight,Overweight,main,Raises,405.0,404.0,CRM
2025-08-28 12:53:18,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,325.0,325.0,CRM
2025-08-26 15:40:52,Oppenheimer,Outperform,Outperform,main,Raises,370.0,315.0,CRM
2025-08-26 15:25:45,B of A Securities,Buy,Buy,main,Lowers,325.0,350.0,CRM
2025-08-18 16:07:51,UBS,Neutral,Neutral,main,Lowers,260.0,300.0,CRM
2025-08-18 15:11:39,RBC Capital,Sector Perform,Sector Perform,reit,Maintains,275.0,275.0,CRM
2025-08-18 13:41:55,Barclays,Overweight,Overweight,main,Lowers,316.0,347.0,CRM
2025-08-15 10:50:46,DA Davidson,Neutral,Underperform,up,Maintains,225.0,225.0,CRM
2025-08-14 15:48:14,Mizuho,Outperform,Outperform,main,Lowers,350.0,380.0,CRM
2025-08-13 11:37:51,Stifel,Buy,Buy,main,Lowers,325.0,375.0,CRM
2025-07-16 14:30:19,JMP Securities,Market Outperform,Market Outperform,reit,Maintains,430.0,430.0,CRM
2025-07-14 14:09:26,RBC Capital,Sector Perform,Sector Perform,main,Maintains,275.0,275.0,CRM
2025-07-11 12:40:11,JMP Securities,Market Outperform,Market Outperform,reit,Maintains,430.0,430.0,CRM
2025-07-10 17:55:10,BMO Capital,Outperform,Outperform,main,Lowers,335.0,350.0,CRM
2025-06-26 13:37:50,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,325.0,325.0,CRM
2025-06-20 13:15:39,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,325.0,325.0,CRM
2025-06-10 14:19:52,Oppenheimer,Outperform,Outperform,reit,Maintains,370.0,370.0,CRM
2025-06-03 12:53:48,Cantor Fitzgerald,Overweight,,init,Announces,325.0,0.0,CRM
2025-05-30 18:12:53,Citigroup,Neutral,Neutral,main,Lowers,295.0,320.0,CRM
2025-05-30 14:07:18,Stephens & Co.,Equal-Weight,Equal-Weight,main,Lowers,309.0,311.0,CRM
2025-05-29 17:48:49,Wells Fargo,Equal-Weight,Equal-Weight,main,Raises,275.0,255.0,CRM
2025-05-29 17:03:55,Piper Sandler,Overweight,Overweight,main,Raises,335.0,315.0,CRM
2025-05-29 16:33:00,Oppenheimer,Outperform,Outperform,main,Lowers,370.0,380.0,CRM
2025-05-29 16:28:11,Northland Capital Markets,Outperform,Outperform,main,Lowers,396.0,423.0,CRM
2025-05-29 15:57:29,Morgan Stanley,Overweight,Overweight,main,Raises,404.0,393.0,CRM
2025-05-29 15:07:52,Barclays,Overweight,Overweight,main,Lowers,347.0,425.0,CRM
2025-05-29 14:09:50,DA Davidson,Underperform,Underperform,main,Raises,225.0,200.0,CRM
2025-05-29 13:40:05,Goldman Sachs,Buy,Buy,main,Raises,385.0,340.0,CRM
2025-05-29 12:28:47,Bernstein,Underperform,Underperform,main,Raises,255.0,243.0,CRM
2025-05-29 11:56:06,RBC Capital,Sector Perform,Outperform,down,Lowers,275.0,420.0,CRM
2025-05-29 11:17:26,WestPark Capital,Buy,Buy,reit,Maintains,320.0,320.0,CRM
2025-05-29 10:06:52,Needham,Buy,Buy,reit,Maintains,400.0,400.0,CRM
2025-05-28 14:29:30,DA Davidson,Underperform,Underperform,main,Maintains,200.0,200.0,CRM
2025-05-28 12:43:22,Canaccord Genuity,Buy,Buy,main,Lowers,350.0,400.0,CRM
2025-05-28 09:58:17,WestPark Capital,Buy,Buy,reit,Maintains,320.0,320.0,CRM
2025-05-28 09:47:17,Needham,Buy,Buy,reit,Maintains,400.0,400.0,CRM
2025-05-27 16:58:21,UBS,Neutral,Neutral,main,Lowers,300.0,320.0,CRM
2025-05-27 15:16:45,BMO Capital,Outperform,Outperform,main,Lowers,350.0,367.0,CRM
2025-05-27 15:06:48,Goldman Sachs,Buy,Buy,reit,Maintains,340.0,340.0,CRM
2025-05-23 15:17:09,Citigroup,Neutral,Neutral,main,Lowers,320.0,335.0,CRM
2025-05-21 14:40:30,UBS,Neutral,Neutral,main,Lowers,320.0,340.0,CRM
2025-05-15 15:07:44,Mizuho,Outperform,Outperform,main,Lowers,380.0,425.0,CRM
2025-04-30 09:50:48,WestPark Capital,Buy,Buy,reit,Maintains,320.0,320.0,CRM
2025-04-25 12:01:46,Needham,Buy,Buy,reit,Maintains,400.0,400.0,CRM
2025-04-24 15:08:22,Goldman Sachs,Buy,Buy,main,Adjusts,340.0,400.0,CRM
2025-04-23 15:47:54,Piper Sandler,Overweight,Overweight,main,Lowers,315.0,400.0,CRM
2025-04-22 13:09:31,Wells Fargo,Equal-Weight,Equal-Weight,main,Lowers,255.0,310.0,CRM
2025-04-21 17:59:43,Guggenheim,Neutral,Sell,up,,0.0,0.0,CRM
2025-04-21 12:13:42,DA Davidson,Underperform,Neutral,down,Announces,200.0,0.0,CRM
2025-04-16 16:23:19,Morgan Stanley,Overweight,Overweight,main,Lowers,393.0,405.0,CRM
2025-04-14 18:24:36,DA Davidson,Neutral,Neutral,main,Lowers,250.0,275.0,CRM
2025-03-31 13:25:52,Jefferies,Buy,Buy,main,Lowers,375.0,425.0,CRM
2025-03-20 20:26:27,Macquarie,Neutral,Neutral,main,Maintains,320.0,320.0,CRM
2025-03-19 14:02:29,Stephens & Co.,Equal-Weight,,init,,0.0,0.0,CRM
2025-03-17 15:06:48,Scotiabank,Sector Outperform,Sector Outperform,main,Lowers,345.0,400.0,CRM
2025-03-08 16:09:27,Goldman Sachs,Buy,Buy,main,Maintains,400.0,400.0,CRM
2025-02-28 19:12:23,Citigroup,Neutral,Neutral,main,Lowers,335.0,350.0,CRM
2025-02-27 20:09:08,Canaccord Genuity,Buy,Buy,main,Lowers,400.0,415.0,CRM
2025-02-27 19:53:07,Loop Capital,Hold,Hold,main,Lowers,300.0,330.0,CRM
2025-02-27 18:53:06,DA Davidson,Neutral,Neutral,main,Lowers,275.0,300.0,CRM
2025-02-27 18:22:54,UBS,Neutral,Neutral,main,Lowers,340.0,360.0,CRM
2025-02-27 18:02:04,Scotiabank,Sector Outperform,Sector Outperform,main,Lowers,400.0,440.0,CRM
2025-02-27 17:48:40,Macquarie,Neutral,Neutral,main,Lowers,320.0,370.0,CRM
2025-02-27 16:11:13,BMO Capital,Outperform,Outperform,main,Lowers,367.0,375.0,CRM
2025-02-27 16:10:29,Goldman Sachs,Buy,Buy,main,Maintains,400.0,400.0,CRM
2025-02-27 15:52:01,Guggenheim,Sell,Sell,reit,Maintains,247.0,247.0,CRM
2025-02-27 15:40:05,Stifel,Buy,Buy,main,Lowers,375.0,425.0,CRM
2025-02-27 14:16:09,Baird,Outperform,Outperform,main,Lowers,400.0,430.0,CRM
2025-02-27 13:22:08,Oppenheimer,Outperform,Outperform,main,Lowers,380.0,415.0,CRM
2025-02-27 13:16:10,Needham,Buy,Buy,reit,Maintains,400.0,400.0,CRM
2025-02-27 12:51:50,B of A Securities,Buy,Buy,main,Lowers,400.0,440.0,CRM
2025-02-27 12:28:23,Piper Sandler,Overweight,Overweight,main,Lowers,400.0,405.0,CRM
2025-02-27 12:19:08,Wells Fargo,Equal-Weight,Equal-Weight,main,Lowers,310.0,345.0,CRM
2025-02-25 13:15:16,Citigroup,Neutral,Neutral,main,Lowers,350.0,390.0,CRM
2025-02-24 14:06:19,Citizens Capital Markets,Market Outperform,Market Outperform,reit,Maintains,450.0,450.0,CRM
2025-02-21 17:42:56,BMO Capital,Outperform,Outperform,main,Lowers,375.0,425.0,CRM
2025-02-19 17:18:18,Loop Capital,Hold,Hold,main,Lowers,330.0,360.0,CRM
2025-02-10 11:15:53,Needham,Buy,Buy,reit,Maintains,400.0,400.0,CRM
2025-02-06 12:31:19,Needham,Buy,Buy,reit,Maintains,400.0,400.0,CRM
2025-01-17 17:20:22,TD Cowen,Buy,Hold,up,Raises,400.0,380.0,CRM
2025-01-08 11:45:33,Needham,Buy,Buy,main,Raises,400.0,375.0,CRM
2025-01-06 17:05:44,Guggenheim,Sell,Neutral,down,Maintains,247.0,247.0,CRM
2024-12-18 18:47:57,Macquarie,Neutral,Neutral,main,Maintains,370.0,370.0,CRM
2024-12-18 14:26:40,JMP Securities,Market Outperform,Market Outperform,reit,Maintains,450.0,450.0,CRM
2024-12-18 13:32:30,Wedbush,Outperform,Outperform,reit,Maintains,425.0,425.0,CRM
2024-12-18 11:34:11,Needham,Buy,Buy,reit,Maintains,375.0,375.0,CRM
2024-12-18 09:25:26,Piper Sandler,Overweight,Overweight,main,Maintains,405.0,405.0,CRM
2024-12-12 17:08:48,Macquarie,Neutral,,init,Announces,370.0,0.0,CRM
2024-12-04 17:33:05,RBC Capital,Outperform,Outperform,main,Raises,420.0,300.0,CRM
2024-12-04 16:34:37,Citigroup,Neutral,Neutral,main,Raises,390.0,368.0,CRM
2024-12-04 16:22:38,DA Davidson,Neutral,Neutral,main,Maintains,300.0,300.0,CRM
2024-12-04 16:06:21,JMP Securities,Market Outperform,Market Outperform,reit,Maintains,450.0,450.0,CRM
2024-12-04 15:10:33,Scotiabank,Sector Outperform,Sector Outperform,main,Raises,440.0,425.0,CRM
2024-12-04 15:00:21,Canaccord Genuity,Buy,Buy,main,Raises,415.0,315.0,CRM
2024-12-04 14:24:18,Goldman Sachs,Buy,Buy,main,Raises,400.0,360.0,CRM
2024-12-04 14:10:15,Oppenheimer,Outperform,Outperform,reit,Raises,415.0,385.0,CRM
2024-12-04 13:56:28,BMO Capital,Outperform,Outperform,main,Raises,425.0,385.0,CRM
2024-12-04 13:42:31,Guggenheim,Neutral,Neutral,reit,,0.0,0.0,CRM
2024-12-04 13:41:22,Truist Securities,Buy,Buy,reit,Raises,400.0,380.0,CRM
2024-12-04 13:17:49,Stifel,Buy,Buy,main,Raises,425.0,390.0,CRM
2024-12-04 13:05:39,Morgan Stanley,Overweight,Overweight,main,Raises,405.0,330.0,CRM
2024-12-04 13:01:10,B of A Securities,Buy,Buy,main,Raises,440.0,390.0,CRM
2024-12-04 12:49:08,Northland Capital Markets,Outperform,Outperform,reit,Raises,440.0,400.0,CRM
2024-12-04 12:43:44,Baird,Outperform,Outperform,main,Raises,430.0,340.0,CRM
2024-12-04 12:16:54,Needham,Buy,Buy,main,Raises,375.0,345.0,CRM
2024-12-04 11:52:45,Barclays,Overweight,Overweight,main,Raises,425.0,415.0,CRM
2024-12-04 10:12:07,Jefferies,Buy,Buy,main,Raises,425.0,400.0,CRM
2024-12-04 09:56:10,JP Morgan,Overweight,Overweight,main,Raises,380.0,340.0,CRM
2024-12-04 09:13:32,Piper Sandler,Overweight,Overweight,main,Raises,405.0,395.0,CRM
2024-12-04 09:05:23,Loop Capital,Hold,Hold,main,Raises,360.0,340.0,CRM
2024-12-03 13:40:52,JMP Securities,Market Outperform,Market Outperform,reit,Maintains,450.0,450.0,CRM
2024-12-03 11:14:08,DA Davidson,Neutral,Neutral,main,Raises,300.0,250.0,CRM
2024-12-02 09:17:59,Piper Sandler,Overweight,Overweight,main,Raises,395.0,325.0,CRM
2024-11-27 15:41:25,Citigroup,Neutral,Neutral,main,Raises,368.0,290.0,CRM
2024-11-25 16:11:38,Truist Securities,Buy,Buy,main,Raises,380.0,315.0,CRM
2024-11-25 11:37:44,Wedbush,Outperform,Outperform,main,Raises,375.0,325.0,CRM
2024-11-22 22:25:01,UBS,Neutral,Neutral,main,Raises,360.0,275.0,CRM
2024-11-22 12:48:59,JMP Securities,Market Outperform,Market Outperform,main,Raises,450.0,342.0,CRM
2024-11-21 16:52:00,TD Cowen,Hold,Hold,main,Raises,340.0,290.0,CRM
2024-11-21 15:03:46,Oppenheimer,Outperform,Outperform,reit,Raises,385.0,330.0,CRM
2024-11-20 12:40:16,JP Morgan,Overweight,Overweight,main,Raises,340.0,310.0,CRM
2024-11-19 17:37:02,Erste Group,Buy,Hold,up,,0.0,0.0,CRM
2024-11-18 23:19:29,Scotiabank,Sector Outperform,,init,Announces,425.0,0.0,CRM
2024-11-15 13:04:10,BMO Capital,Outperform,Outperform,main,Raises,385.0,305.0,CRM
2024-11-14 17:55:53,Loop Capital,Hold,Hold,main,Raises,340.0,270.0,CRM
2024-11-13 16:10:24,B of A Securities,Buy,Buy,main,Raises,390.0,325.0,CRM
2024-11-12 14:43:52,Wells Fargo,Equal-Weight,Equal-Weight,main,Raises,330.0,275.0,CRM
2024-11-11 13:43:43,Jefferies,Buy,Buy,main,Raises,400.0,350.0,CRM
2024-10-28 14:10:37,Stifel,Buy,Buy,main,Raises,350.0,320.0,CRM
2024-10-24 14:27:59,Oppenheimer,Outperform,Outperform,reit,Raises,330.0,300.0,CRM
2024-10-02 11:34:23,Northland Capital Markets,Outperform,Market Perform,up,Raises,400.0,270.0,CRM
2024-09-27 17:25:04,Wedbush,Outperform,Outperform,main,Raises,325.0,315.0,CRM
2024-09-24 09:08:23,Piper Sandler,Overweight,Neutral,up,Raises,325.0,268.0,CRM
2024-09-20 10:51:28,Needham,Buy,Buy,reit,Maintains,345.0,345.0,CRM
2024-09-19 16:32:29,Truist Securities,Buy,Buy,reit,Raises,315.0,300.0,CRM
2024-09-19 13:44:44,RBC Capital,Outperform,Outperform,reit,Maintains,300.0,300.0,CRM
2024-09-19 11:41:53,Loop Capital,Hold,Hold,main,Maintains,270.0,270.0,CRM
2024-09-11 17:47:46,Erste Group,Hold,Buy,down,,0.0,0.0,CRM
2024-09-06 17:08:49,B of A Securities,Buy,Buy,main,Maintains,325.0,325.0,CRM
2024-09-06 10:52:45,Needham,Buy,Buy,reit,Maintains,345.0,345.0,CRM
2024-08-30 16:32:57,Phillip Securities,Accumulate,Buy,down,Announces,305.0,0.0,CRM
2024-08-30 13:55:24,Truist Securities,Buy,Buy,reit,Maintains,300.0,300.0,CRM
2024-08-29 17:35:36,Bernstein,Outperform,Outperform,main,Raises,236.0,234.0,CRM
2024-08-29 16:51:43,Wedbush,Outperform,Outperform,reit,Maintains,315.0,315.0,CRM
2024-08-29 15:59:47,TD Cowen,Hold,Hold,main,Raises,290.0,285.0,CRM
2024-08-29 15:30:50,Roth MKM,Buy,Buy,main,Maintains,335.0,335.0,CRM
2024-08-29 15:08:19,Canaccord Genuity,Buy,Buy,main,Raises,315.0,300.0,CRM
2024-08-29 14:57:42,Stifel,Buy,Buy,main,Raises,320.0,300.0,CRM
2024-08-29 14:51:05,DA Davidson,Neutral,Neutral,main,Raises,250.0,230.0,CRM
2024-08-29 14:36:00,BMO Capital,Outperform,Outperform,main,Raises,305.0,265.0,CRM
2024-08-29 14:18:31,Piper Sandler,Neutral,Neutral,main,Raises,268.0,250.0,CRM
2024-08-29 14:06:49,RBC Capital,Outperform,Outperform,reit,Maintains,300.0,300.0,CRM
2024-08-29 13:37:13,JP Morgan,Overweight,Overweight,main,Raises,310.0,300.0,CRM
2024-08-29 13:18:11,Raymond James,Strong Buy,Strong Buy,main,Raises,350.0,325.0,CRM
2024-08-29 12:59:49,Oppenheimer,Outperform,Outperform,main,Raises,300.0,280.0,CRM
2024-08-29 12:48:38,Morgan Stanley,Overweight,Overweight,main,Raises,330.0,320.0,CRM
2024-08-29 12:31:45,UBS,Neutral,Neutral,main,Raises,275.0,250.0,CRM
2024-08-29 12:28:28,Wells Fargo,Equal-Weight,Equal-Weight,main,Raises,275.0,250.0,CRM
2024-08-29 12:13:20,B of A Securities,Buy,Buy,main,Raises,325.0,316.0,CRM
2024-08-29 12:02:00,Loop Capital,Hold,Hold,main,Raises,270.0,240.0,CRM
2024-08-29 11:52:13,Baird,Outperform,Outperform,main,Raises,315.0,295.0,CRM
2024-08-29 11:04:35,Needham,Buy,Buy,reit,Maintains,345.0,345.0,CRM
2024-08-28 14:35:20,JMP Securities,Market Outperform,Market Outperform,reit,Maintains,342.0,342.0,CRM
2024-08-26 15:30:55,Citigroup,Neutral,Neutral,main,Raises,290.0,260.0,CRM
2024-08-26 13:16:28,Evercore ISI Group,Outperform,Outperform,main,Maintains,300.0,300.0,CRM
2024-08-16 11:10:22,B of A Securities,Buy,Buy,main,Raises,316.0,288.0,CRM
2024-07-12 17:56:11,Piper Sandler,Neutral,Neutral,main,Maintains,250.0,250.0,CRM
2024-05-31 18:29:09,Macquarie,Outperform,Outperform,main,Lowers,275.0,330.0,CRM
2024-05-30 19:47:09,Citigroup,Neutral,Neutral,main,Lowers,260.0,323.0,CRM
2024-05-30 19:31:10,Barclays,Overweight,Overweight,main,Lowers,305.0,355.0,CRM
2024-05-30 18:38:17,Jefferies,Buy,Buy,main,Lowers,350.0,360.0,CRM
